index,symbol
1471,PIONEEREMB
1472,PITTIENG
1473,PIXTRANS
1474,PKTEA
1475,PLASTIBLEN
1476,PLATIND
1477,PLAZACABLE
1478,PNB
1479,PNBGILTS
1480,PNBHOUSING
1481,PNC
1482,PNCINFRA
1483,PNGJL
1484,POCL
1485,PODDARMENT
1486,POKARNA
1487,POLICYBZR
1488,POLYCAB
1489,POLYMED
1490,POLYPLEX
1491,PONNIERODE
1492,POONAWALLA
1493,POSITRON
1494,POWERGRID
1495,POWERINDIA
1496,POWERMECH
1497,PPAP
1498,PPL
1499,PPLPHARMA
1500,PRAENG
1501,PRAJIND
1502,PRAKASH
1503,PRAKASHSTL
1504,PRAMARA
1505,PRAXIS
1506,PRECAM
1507,PRECOT
1508,PRECWIRE
1509,PREMEXPLN
1510,PREMIER
1511,PREMIERENE
1512,PREMIERPOL
1513,PRESTIGE
1514,PRICOLLTD
1515,PRIMESECU
1516,PRINCEPIPE
1517,PRITI
1518,PRITIKAUTO
1519,PRIVISCL
1520,PRIZOR
1521,PROZONER
1522,PRSMJOHNSN
1523,PRUDENT
1524,PSB
1525,PSPPROJECT
1526,PSUBANK
1527,PSUBANKADD
1528,PTC
1529,PTCIL
1530,PTL
1531,PUNJABCHEM
1532,PURVA
1533,PVP
1534,PVRINOX
1535,PVSL
1536,PVTBANKADD
1537,PYRAMID
1538,QGOLDHALF
1539,QNIFTY
1541,QUESS
1542,QUICKHEAL
1543,RACE
1544,RACLGEAR
1545,RADAAN
1546,RADHIKAJWE
1547,RADIANTCMS
1548,RADICO
1549,RADIOCITY
1550,RAILTEL
1551,RAIN
1552,RAINBOW
1553,RAJESHEXPO
1554,RAJMET
1555,RAJRATAN
1556,RAJRILTD
1557,RAJSREESUG
1558,RAJTV
1559,RALLIS
1560,RAMANEWS
1561,RAMAPHO
1562,RAMASTEEL
1563,RAMCOCEM
1564,RAMCOIND
1565,RAMCOSYS
1566,RAMKY
1567,RAMRAT
1568,RANASUG
1569,RANEHOLDIN
1570,RATEGAIN
1571,RATNAMANI
1572,RATNAVEER
1573,RAYMOND
1574,RAYMONDLSL
1575,RBA
1576,RBLBANK
1577,RBMINFRA
1578,RBZJEWEL
1579,RCF
1580,RECLTD
1581,REDINGTON
1582,REDTAPE
1583,REFEX
1584,REGENCERAM
1585,RELAXO
1586,RELCHEMQ
1587,RELIABLE
1588,RELIANCE
1589,RELIGARE
1590,RELTD
1591,REMSONSIND
1592,RENUKA
1593,REPCOHOME
1594,REPL
1595,REPRO
1596,RESPONIND
1597,RETAIL
1598,RGL
1599,RHFL
1600,RHIM
1601,RHL
1602,RICOAUTO
1603,RIIL
1604,RILINFRA
1605,RISHABH
1606,RITCO
1607,RITES
1608,RKDL
1609,RKEC
1610,RKFORGE
1611,RKSWAMY
1612,RML
1613,ROHLTD
1614,ROLEXRINGS
1615,ROLLT
1616,ROML
1617,ROSSARI
1618,ROSSELLIND
1619,ROSSTECH
1620,ROTO
1621,ROUTE
1622,RPEL
1623,RPGLIFE
1624,RPOWER
1625,RPPINFRA
1626,RPPL
1627,RPSGVENT
1628,RPTECH
1629,RRKABEL
1630,RSSOFTWARE
1631,RSWM
1632,RSYSTEMS
1633,RTNINDIA
1634,RTNPOWER
1635,RUBFILA
1636,RUBYMILLS
1637,RUCHINFRA
1638,RUCHIRA
1639,RUPA
1640,RUSHIL
1641,RUSTOMJEE
1642,RVHL
1643,RVNL
1644,RVTH
1645,S&SPOWER
1646,SABEVENTS
1647,SABTNL
1648,SADBHAV
1649,SADBHIN
1650,SADHNANIQ
1651,SAFARI
1652,SAGARDEEP
1653,SAGCEM
1654,SAGILITY
1655,SAHAJSOLAR
1656,SAHANA
1657,SAHASRA
1658,SAHYADRI
1659,SAIL
1660,SAILIFE
1661,SAKAR
1662,SAKHTISUG
1663,SAKSOFT
1664,SAKUMA
1665,SALASAR
1666,SALONA
1667,SALSTEEL
1668,SALZERELEC
1669,SAMBHAAV
1670,SAMHI
1671,SAMMAANCAP
1672,SAMPANN
1673,SANATHAN
1674,SANDESH
1675,SANDHAR
1676,SANDUMA
1677,SANGAMIND
1678,SANGHIIND
1679,SANGHVIMOV
1680,SANGINITA
1681,SANOFI
1682,SANOFICONR
1683,SANSERA
1684,SANSTAR
1685,SANWARIA
1686,SAPPHIRE
1687,SARDAEN
1688,SAREGAMA
1689,SARLAPOLY
1690,SARTELE
1691,SARVESHWAR
1692,SASKEN
1693,SASTASUNDR
1694,SATIA
1695,SATIN
1696,SAURASHCEM
1697,SBC
1698,SBCL
1699,SBFC
1700,SBGLP
1701,SBICARD
1702,SBIETFCON
1703,SBIETFIT
1704,SBIETFPB
1705,SBIETFQLTY
1706,SBILIFE
1707,SBIN
1708,SBISILVER
1709,SCHAEFFLER
1710,SCHAND
1711,SCHNEIDER
1712,SCI
1713,SCILAL
1714,SCPL
1715,SDBL
1716,SEAMECLTD
1717,SECMARK
1718,SECURKLOUD
1719,SEJALLTD
1720,SELMC
1721,SEMAC
1722,SENCO
1723,SENORES
1724,SENSEXADD
1725,SEPC
1726,SEQUENT
1727,SERVOTECH
1728,SESHAPAPER
1729,SETCO
1730,SETF10GILT
1731,SETFGOLD
1732,SETFNIF50
1733,SETFNIFBK
1734,SETFNN50
1735,SFL
1736,SGIL
1737,SGL
1738,SHAH
1739,SHAHALLOYS
1740,SHAILY
1741,SHAKTIPUMP
1742,SHALBY
1743,SHALPAINTS
1744,SHANKARA
1745,SHANTI
1746,SHANTIGEAR
1747,SHARDACROP
1748,SHARDAMOTR
1749,SHAREINDIA
1750,SHEETAL
1751,SHEKHAWATI
1752,SHEMAROO
1753,SHILPAMED
1754,SHIVALIK
1755,SHIVAMAUTO
1756,SHIVAMILLS
1757,SHIVATEX
1758,SHK
1759,SHOPERSTOP
1760,SHRADHA
1761,SHREDIGCEM
1762,SHREECEM
1763,SHREEPUSHK
1764,SHREERAMA
1765,SHRENIK
1766,SHREYANIND
1767,SHRIPISTON
1768,SHRIRAMFIN
1769,SHRIRAMPPS
1770,SHYAMCENT
1771,SHYAMMETL
1772,SHYAMTEL
1773,SIEMENS
1774,SIGACHI
1775,SIGIND
1776,SIGMA
1777,SIGNATURE
1778,SIGNPOST
1779,SIKKO
1780,SIL
1781,SILGO
1782,SILLYMONKS
1783,SILVER
1784,SILVER1
1785,SILVERADD
1786,SILVERTUC
1787,SIMBHALS
1788,SIMPLEXINF
1789,SINCLAIR
1790,SINDHUTRAD
1791,SINTERCOM
1792,SIRCA
1793,SIS
1794,SITINET
1795,SIYSIL
1796,SJLOGISTIC
1797,SJS
1798,SJVN
1799,SKFINDIA
1800,SKIPPER
1801,SKMEGGPROD
1802,SKYGOLD
1803,SMALLCAP
1804,SMARTLINK
1805,SMCGLOBAL
1806,SMLT
1807,SMSPHARMA
1808,SNOWMAN
1809,SOBHA
1810,SOFTTECH
1811,SOLARA
1812,SOLARINDS
1813,SOLEX
1814,SOMANYCERA
1815,SOMATEX
1816,SOMICONVEY
1817,SONACOMS
1818,SONAMLTD
1819,SONATSOFTW
1820,SOTL
1821,SOUTHBANK
1822,SOUTHWEST
1823,SPAL
1824,SPANDANA
1825,SPARC
1826,SPCENET
1827,SPCL
1828,SPECIALITY
1829,SPECTRUM
1830,SPENCERS
1831,SPIC
1832,SPLIL
1833,SPLPETRO
1834,SPMLINFRA
1835,SPORTKING
1836,SRD
1837,SREEL
1838,SRF
1839,SRHHYPOLTD
1840,SRM
1841,SSDL
1842,SSEGL
1843,SSFL
1844,SSWL
1846,STANLEY
1847,STAR
1848,STARCEMENT
1849,STARHEALTH
1850,STARPAPER
1851,STARTECK
1852,STCINDIA
1853,STEELCAS
1854,STEELCITY
1855,STEELXIND
1856,STEL
1857,STERTOOLS
1858,STLTECH
1859,STOVEKRAFT
1860,STYLAMIND
1861,STYLEBAAZA
1862,STYRENIX
1863,SUBEXLTD
1864,SUBROS
1865,SUDARSCHEM
1866,SUKHJITS
1867,SULA
1868,SUMICHEM
1869,SUMIT
1870,SUMMITSEC
1871,SUNCLAY
1872,SUNDARAM
1873,SUNDARMFIN
1874,SUNDRMBRAK
1875,SUNDRMFAST
1876,SUNFLAG
1877,SUNPHARMA
1878,SUNTECK
1879,SUNTV
1880,SUPERHOUSE
1881,SUPERSPIN
1882,SUPRAJIT
1883,SUPREMEIND
1884,SUPREMEPWR
1885,SUPRIYA
1886,SURAJEST
1887,SURAJLTD
1888,SURAKSHA
1889,SURANASOL
1890,SURANAT&P
1891,SURYALAXMI
1892,SURYAROSNI
1893,SURYODAY
1894,SUTLEJTEX
1895,SUVEN
1896,SUVIDHAA
1897,SUYOG
1898,SUZLON
1899,SVLL
1900,SVPGLOB
1901,SWARAJ
1902,SWARAJENG
1903,SWELECTES
1904,SWIGGY
1905,SWSOLAR
1906,SYMPHONY
1907,SYNCOMF
1908,SYNGENE
1909,SYRMA
1910,SYSTANGO
1911,TAC
1912,TAINWALCHM
1913,TAJGVK
1914,TAKE
1915,TALBROAUTO
1916,TANLA
1917,TARACHAND
1918,TARAPUR
1919,TARC
1920,TARIL
1921,TARMAT
1922,TARSONS
1923,TASTYBITE
1924,TATACHEM
1925,TATACOMM
1926,TATACONSUM
1927,TATAELXSI
1928,TATAGOLD
1929,TATAINVEST
1930,TATAPOWER
1931,TATASTEEL
1932,TATATECH
1933,TATSILV
1934,TATVA
1935,TBI
1936,TBOTEK
1937,TBZ
1938,TCI
1939,TCIEXP
1940,TCIFINANCE
1941,TCPLPACK
1942,TCS
1943,TDPOWERSYS
1944,TEAMLEASE
1945,TECH
1946,TECHLABS
1947,TECHM
1948,TECHNOE
1949,TEGA
1950,TEJASNET
1951,TEMBO
1952,TERASOFT
1953,TEXINFRA
1954,TEXMOPIPES
1955,TEXRAIL
1956,TFCILTD
1957,TFL
1958,TGBHOTELS
1959,TGL
1960,THANGAMAYL
1961,THEINVEST
1962,THEJO
1963,THEMISMED
1964,THERMAX
1965,THOMASCOOK
1966,THOMASCOTT
1967,THYROCARE
1968,TI
1969,TIIL
1970,TIINDIA
1971,TIJARIA
1972,TIL
1973,TIMETECHNO
1974,TIMKEN
1975,TIPSFILMS
1976,TIPSMUSIC
1977,TIRUMALCHM
1978,TIRUPATIFL
1979,TITAGARH
1980,TITAN
1981,TMB
1982,TNPETRO
1983,TNPL
1984,TNTELE
1985,TOKYOPLAST
1986,TOLINS
1987,TOP100CASE
1988,TOP10ADD
1989,TORNTPHARM
1990,TORNTPOWER
1991,TOTAL
1992,TOUCHWOOD
1993,TPHQ
1994,TPLPLASTEH
1995,TRACXN
1996,TRANSRAILL
1997,TRANSWORLD
1998,TREEHOUSE
1999,TREJHARA
2000,TREL
2001,TRENT
2002,TRF
2003,TRIDENT
2004,TRIGYN
2005,TRITURBINE
2006,TRIVENI
2007,TRU
2008,TRUST
2009,TTKHLTCARE
2010,TTKPRESTIG
2011,TTL
2012,TTML
2013,TUNWAL
2014,TVSELECT
2015,TVSMOTOR
2016,TVSSCS
2017,TVSSRICHAK
2018,TVTODAY
2019,TVVISION
2020,UBL
2021,UCAL
2022,UCOBANK
2023,UDS
2024,UFLEX
2025,UFO
2026,UGARSUGAR
2027,UGROCAP
2028,UJJIVANSFB
2029,ULTRACEMCO
2030,UMAEXPORTS
2031,UMESLTD
2032,UNICHEMLAB
2033,UNIDT
2034,UNIECOM
2035,UNIENTER
2036,UNIINFO
2037,UNIMECH
2038,UNIONBANK
2039,UNIPARTS
2040,UNITDSPR
2041,UNITECH
2042,UNITEDPOLY
2043,UNITEDTEA
2044,UNIVASTU
2045,UNIVCABLES
2046,UNIVPHOTO
2047,UNOMINDA
2048,UPL
2050,URBAN
2051,URJA
2052,USHAMART
2053,USK
2054,UTIAMC
2055,UTKARSHBNK
2056,UTSSAV
2057,UTTAMSUGAR
2058,UYFINCORP
2059,V2RETAIL
2060,VADILALIND
2061,VAIBHAVGBL
2062,VAISHALI
2063,VAKRANGEE
2064,VALIANTLAB
2065,VALIANTORG
2066,VARDHACRLC
2067,VARDMNPOLY
2068,VARROC
2069,VASCONEQ
2070,VASWANI
2071,VBL
2072,VCL
2073,VEDL
2074,VEEDOL
2075,VENKEYS
2076,VENTIVE
2077,VENUSPIPES
2078,VENUSREM
2079,VERANDA
2080,VESUVIUS
2081,VETO
2082,VGUARD
2083,VHLTD
2084,VIDHIING
2085,VIESL
2086,VIJAYA
2087,VIJIFIN
2088,VIKASECO
2089,VIKASLIFE
2090,VILAS
2091,VIMTALABS
2092,VINATIORGA
2093,VINCOFE
2094,VINDHYATEL
2095,VINEETLAB
2096,VINNY
2097,VINYAS
2098,VINYLINDIA
2099,VIPCLOTHNG
2100,VIPIND
2101,VIPULLTD
2102,VIRINCHI
2103,VISAKAIND
2104,VISHNU
2105,VISHWARAJ
2106,VIVIANA
2107,VIVIDHA
2108,VLEGOV
2109,VLSFINANCE
2110,VMART
2111,VMM
2112,VOLTAMP
2113,VOLTAS
2114,VPRPL
2115,VRAJ
2116,VRLLOG
2117,VSSL
2118,VSTIND
2119,VSTL
2120,VSTTILLERS
2121,VTL
2122,WAAREEENER
2123,WABAG
2124,WALCHANNAG
2125,WANBURY
2126,WCIL
2127,WEALTH
2128,WEBELSOLAR
2129,WEIZMANIND
2130,WEL
2131,WELCORP
2132,WELENT
2133,WELSPUNLIV
2134,WENDT
2135,WESTLIFE
2136,WEWIN
2137,WHEELS
2138,WHIRLPOOL
2139,WILLAMAGOR
2140,WINDLAS
2141,WINDMACHIN
2142,WINSOL
2143,WIPL
2144,WIPRO
2145,WOCKPHARMA
2146,WONDERLA
2147,WSI
2148,WSTCSTPAPR
2149,WTICAB
2150,XCHANGING
2151,XELPMOC
2152,XPROINDIA
2153,XTGLOBAL
2154,YASHO
2155,YATHARTH
2156,YATRA
2157,YESBANK
2158,YUKEN
2159,ZAGGLE
2160,ZEEL
2161,ZEELEARN
2162,ZEEMEDIA
2163,ZENITHSTL
2164,ZENSARTECH
2165,ZENTEC
2166,ZFCVINDIA
2167,ZIMLAB
2168,ZODIAC
2169,ZODIACLOTH
2170,ZOTA
2171,ZTECH
2172,ZUARI
2173,ZUARIIND
2174,ZYDUSLIFE
2175,ZYDUSWELL
2176,AGARWALTUF
2177,ASPINWALL
2178,BAFNAPH
2179,BLUECOAST
2180,COMSYN
2181,DYNAMIC
2182,EMKAYTOOLS
2183,GROBTEA
2184,HEALTHADD
2185,HEUBACHIND
2186,HIGREEN
2187,IEML
2188,IMPEXFERRO
2189,JEYYAM
2190,KNAGRI
2191,MANUGRAPH
2192,MASON
2193,NEPHROCARE
2194,NIRMAN
2196,PALREDTEC
2197,PCCL
2198,PRATHAM
2199,RBS
2200,SADHAV
2201,SONAMAC
2202,SRGHFL
2203,TCL
2204,TRANSTEEL
2205,TVSHLTD
2206,VISHNUINFR
2207,VMARCIND
2208,ZENITHEXPO
2209,ADL
2210,ARENTERP
2211,ARTNIRMAN
2212,ARVEE
2213,BEACON
2214,DIGIKORE
2215,ENVIRO
2216,INFOLLION
2217,LAMOSAIC
2218,MAHSCOOTER
2219,PRUDMOULI
2220,PURPLEUTED
2221,REMUS
2222,SATECH
2224,SILINV
2225,ABCOTS
2226,DELAPLEX
2227,IPHL
2228,KLL
2229,ROXHITECH
2230,RULKA
2231,SAAKSHI
2233,SHREEKARNI
2234,SUPREMEINF
2235,UHTL
2236,BLUEPEBBLE
2237,DCG
2239,DPEL
2240,FLEXITUFF
2242,K2INFRA
2243,MOS
2244,PANSARI
2245,PRLIND
2246,SHERA
2247,VINSYS
2248,ABMINTLLTD
2249,ARHAM
2250,GREENCHEF
2251,GTECJAINX
2252,LICNETFSEN
2253,MADHUSUDAN
2254,PRESSTONIC
2255,SFML
2256,VHL
2257,WELINV
2258,WINSOME
2259,YASHOPTICS
2260,ANSALAPI
2261,KARNIKA
2262,LEXUS
2263,PURVFLEXI
2264,RMDRIP
2265,RNFI
2266,TROM
2267,WOMANCART
2268,ZENITHDRUG
2269,ANLON
2270,APEXECO
2271,ETML
2272,HOACFOODS
2273,KONSTELEC
2274,MASKINVEST
2275,MWL
2276,QUESTLAB
2277,RAJPUTANA
2278,RAPPID
2279,ROCKINGDCE
2280,SDREAMS
2281,UNIHEALTH
2282,ASHALOG
2283,EFORCE
2284,ESPRIT
2285,GOYALSALT
2286,NAMAN
2287,NKIND
2288,PARAGON
2289,PELATRO
2290,POLYSIL
2292,TECHERA
2293,ABHAPOWER
2294,AESTHETIK
2296,AKANKSHA
2297,BAWEJA
2298,DENEERS
2299,GSMFOILS
2300,KONTOR
2301,MAXPOSURE
2302,NEWJAISA
2303,PSFL
2304,AKIKO
2305,ALUWIND
2306,EFACTOR
2307,IDENTICAL
2308,KATARIA
2309,KORE
2312,PASHUPATI
2313,PPSL
2314,RAJINDLTD
2315,SHREEOSFM
2316,SWASTIK
2317,VITAL
2318,VLINFRA
2319,ZEAL
2320,BIKEWO
2321,CMNL
2322,EMAMIREAL
2323,GAYAHWS
2324,INFINIUM
2325,MARCO
2326,MYMUDRA
2327,PRITIKA
2329,USHAFIN
2332,HERCULES
2333,KCK
2336,NIDAN
2338,SEL
2340,VERTOZ
2341,EUROBOND
2342,SRIVASAVI
2343,CRAYONS
2344,ENSER
2345,GICL
2346,KANDARP
2347,QMSMEDI
2348,QUICKTOUCH
2349,WOL3D
2350,ARVINDPORT
2351,DECCANTRAN
2352,DURLAX
2353,MIEL
2354,PARTYCRUS
2356,SRPL
2357,DUCOL
2358,HOLMARC
2359,INNOMET
2361,MADHAVBAUG
2362,RELINFRA
2363,SUNLITE
2364,ABGSEC
2365,DHANLAXMI
2368,MAITREYA
2371,CELLPOINT
2374,FORCAS
2375,GOLDSHARE
2376,GRAPHISAD
2377,JCHAC
2378,LCCINFOTEC
2379,NIFMID150
2380,PHOGLOBAL
2381,SKP
2382,UTINEXT50
2383,UTISXN50
2384,ISHAN
2385,KALANA
2386,MACOBSTECH
2387,PENTAGON
2388,APRAMEYA
2389,GSTL
2391,OMFURN
2392,SETUINFRA
2393,AGNI
2394,MAL
2396,MCON
2397,PRECISION
2398,VDEAL
2400,BOHRAIND
2401,COFFEEDAY
2402,MTEDUCARE
2403,NMSTEEL
2404,SHUBHSHREE
2406,BMETRICS
2407,FIDEL
2408,LAWSIKHO
2409,ONDOOR
2411,AMBEY
2412,CHETANA
2413,DOLLEX
2415,PULZ
2416,BANKETFADD
2417,GOLDETFADD
2418,ITETFADD
2419,IVZINNIFTY
2421,NIFTY50ADD
2422,SATIPOLY
2424,MEDIORG
2426,SCML
2427,CREATIVE
2428,DIGJAMLMTD
2430,REFRACTORY
2431,SPECTSTM
2433,EUROTEXIND
2434,SYNOPTICS
2435,ANKITMETAL
2436,ENFUSE
2437,SONUINFRA
2438,AUROIMPEX
2439,DHARIWAL
2440,DUGLOBAL
2441,INSPIRE
2442,ONYX
2443,UNILEX
2444,VISASTEEL
2445,YUDIZ
2446,FALCONTECH
2447,RADIOWALLA
2449,AMEYA
2450,DEEM
2451,IBLFL
2452,KRISHIVAL
2453,SAIFL
2454,FORGEAUTO
2455,HRHNEXT
2456,JALAN
2457,MAHICKRA
2459,SLONE
2462,QVCEL
2463,SAJHOTELS
2465,SURANI
2466,CLSL
2467,LLOYDS
2468,BRACEPORT
2469,GOLDSTAR
2471,SMSLIFE
2472,TECILCHEM
2473,ALPSINDUS
2475,CADSYS
2478,BABAFP
2479,PARIN
2480,RCDL
2481,SABAR
2482,SPPPOLY
2484,INM
2486,PARAMOUNT
2489,GLOBALPET
2491,ARABIAN
2492,AUSL
2493,GIRIRAJ
2494,PREMIUM
2496,SHRITECH
2504,JIWANRAM
2505,KEL
2506,SHIGAN
2507,ACLGATI
2508,AGARWALFT
2509,FONEBOX
2510,MICROPRO
2512,SHUBHLAXMI
2513,AATMAJ
2514,ITALIANE
2515,MHHL
2517,COMPINFO
2518,FLFL
2519,GOENKA
2520,KHFM
2521,PRANIK
2522,SMLISUZU
2523,UMA
2524,ARSHIYA
2525,LRRPL
2527,CMRSL
2529,HOMESFY
2530,MAGSON
2533,HVAX
2534,LAKPRE
2535,SICALLOG
2536,ARIHANTACA
2537,ASPIRE
2538,PROV
2539,SANCO
2541,MANGCHEFER
2542,SHANTHALA
2543,YCCL
2545,DIVYADHAN
2546,GAJANAND
2547,GENSOL
2548,OMKARCHEM
2550,TRIDHYA
2551,CPS
2552,DTL
2553,INFOMEDIA
2554,JFLLIFE
2555,DHANI
2556,GLFL
2557,IEL
2561,SYLVANPLY
2562,TATAMOTORS
2563,VELS
2564,IDEALTECHO
2565,ITTL
2567,MEGAFLEX
2568,GODHA
2569,BIRDYS
2570,SERVICE
2571,SUNDARMHLD
2572,USASEEDS
2573,VEEKAYEM
2574,AISL
2576,RCOM
2577,ROLTA
2578,AARVEEDEN
2579,BARBEQUE
2581,NEELAM
2584,WORTH
2585,GSEC10ABSL
2587,CBAZAAR
2588,DHTL
2589,REXPIPES
2590,SILKFLEX
2591,AURDIS
2592,BALCO
2593,MASTER
2595,MORARJEE
2596,SANGANI
2597,HINDMOTORS
2598,VR
2599,YAARI
2600,HDIL
2602,PARAMATRIX
2604,BOSS
2605,COMMITTED
2610,BULKCORP
2611,QUADPRO
2613,PROPEQUITY
2614,VISAMAN
2615,VISHWAS
2616,PEL
2617,VILINBIO
2619,MANDEEP
2620,MONOPHARMA
2621,SELAN
2622,THESL
2625,MDL
2626,PROLIFE
2629,ITDCEM
2631,ORTEL
2634,ARISTO
2636,GANESHHOUC
2637,GRCL
2639,SUPREMEENG
2640,VIAZ
2641,DESTINY
2646,TIRUPATI
2647,SIDDHIKA
2648,SIGNORIA
2653,GAYAPROJ
2654,RICHA
2656,SWANENERGY
2658,HOVS
2659,ASLIND
